fid,province,fire_id,latitude,longitude,year,size_ha,cause,size_class,class_weight
NFDB_point.410,Quebec,20231080218,53.0505,-75.3255,2023,885388.2142,Natural,mega fire,256
NFDB_point.827,Northwest Territories,SS022-23,60.290967,-111.85055,2023,641421.0,Natural,mega fire,256
NFDB_point.107,British Columbia,2023-G80280,57.6187,-122.0123,2023,619072.5,Natural,mega fire,256
NFDB_point.231,Saskatchewan,23LX-SMITH,55.984833,-106.58665,2023,543976.0,Natural,mega fire,256
NFDB_point.860,Northwest Territories,FS001-23,60.0514,-120.9759,2023,541766.0,Natural,mega fire,256
NFDB_point.724,Northwest Territories,SS067-23,60.018817,-118.325867,2023,430000.0,Natural,mega fire,256
NFDB_point.497,Quebec,20231080483,54.0569,-74.6378,2023,349357.0055,Natural,mega fire,256
NFDB_point.893,PC,2023WB7,59.6748,-112.4246,2023,348511.0,Natural,mega fire,256
NFDB_point.228,Saskatchewan,23LA-MCCRAE,56.06835,-105.85235,2023,339371.7,Natural,mega fire,256
NFDB_point.28,British Columbia,2023-G90288,59.9636,-120.9866,2023,290073.32,Natural,mega fire,256
NFDB_point.97,British Columbia,2023-G92498,58.5786,-120.9371,2023,275054.7,Natural,mega fire,256
NFDB_point.461,Quebec,20231080357,52.8959,-73.4055,2023,267371.2364,Natural,mega fire,256
NFDB_point.727,Northwest Territories,SS052-23,60.766667,-116.8,2023,252253.0,Natural,mega fire,256
NFDB_point.15178,Alberta,HWF058,58.16715,-118.41965,2023,234061.0,Natural,mega fire,256
NFDB_point.849,Northwest Territories,ZF015-23,62.938333,-115.105,2023,215280.41,Natural,mega fire,256
NFDB_point.15190,Alberta,HWF036,58.4906,-119.4031,2023,203022.0,Unknown,mega fire,256
NFDB_point.15147,Alberta,EWF031,53.145183,-115.686783,2023,201913.0,Natural,mega fire,256
NFDB_point.548,Quebec,20231080608,50.838,-78.4067,2023,193555.6816,Natural,mega fire,256
NFDB_point.226,Saskatchewan,23LX-SHAW,55.558417,-108.380233,2023,191000.0,Human,mega fire,256
NFDB_point.825,Northwest Territories,SS027-23,61.281233,-111.385017,2023,176000.0,Natural,mega fire,256
NFDB_point.543,Quebec,20231080602,52.7774,-78.3195,2023,174991.9983,Natural,mega fire,256
NFDB_point.65,British Columbia,2023-G90628,58.5021,-120.4118,2023,173353.1,Natural,mega fire,256
NFDB_point.142,British Columbia,2023-G60666,55.9468,-124.5446,2023,166856.9,Natural,mega fire,256
NFDB_point.456,Quebec,20231080344,49.1217,-76.7867,2023,143833.0429,Natural,mega fire,256
NFDB_point.15162,Alberta,SWF068,55.877833,-116.407667,2023,143039.0,Natural,mega fire,256
NFDB_point.579,Quebec,20231080485,53.3839,-76.1125,2023,133572.3,Natural,mega fire,256
NFDB_point.838,Northwest Territories,ZF013-23,64.24,-113.591667,2023,132001.0,Natural,mega fire,256
NFDB_point.15199,Alberta,MWF043,59.7624,-111.149033,2023,130805.0,Natural,mega fire,256
NFDB_point.542,Quebec,20231080601,53.0429,-77.1398,2023,130555.9184,Natural,mega fire,256
NFDB_point.453,Quebec,20231080334,50.4529,-74.1311,2023,124302.3948,Natural,mega fire,256
NFDB_point.15184,Alberta,SWF063,54.95775,-115.681083,2023,123670.0,Natural,mega fire,256
NFDB_point.887,PC,2023WB11,59.2167,-113.4225,2023,118948.0,Natural,mega fire,256
NFDB_point.588,Quebec,20231080587,53.0594,-77.9686,2023,113712.7,Natural,mega fire,256
NFDB_point.870,PC,2023WB18,59.762,-113.908,2023,109244.0,Natural,mega fire,256
NFDB_point.15142,Alberta,MWF025,58.86705,-111.145817,2023,105251.0,Natural,mega fire,256
NFDB_point.835,Northwest Territories,EV004-23,67.116667,-132.31445,2023,100000.0,Natural,mega fire,256
NFDB_point.840,Northwest Territories,ZF033-23,65.316667,-116.25,2023,99628.3,Natural,very big,16
NFDB_point.15179,Alberta,HWF030,58.468,-114.483875,2023,96582.2,Unknown,very big,16
NFDB_point.450,Quebec,20231080314,49.556,-76.7643,2023,96015.23444,Natural,very big,16
NFDB_point.852,Northwest Territories,FS010-23,61.008167,-119.9915,2023,90508.0,Natural,very big,16
NFDB_point.221,Saskatchewan,23BN-VERMETTE,55.644317,-109.219233,2023,88446.0,Human,very big,16
NFDB_point.15169,Alberta,RWF034,52.815117,-115.450383,2023,87492.0,Natural,very big,16
NFDB_point.230,Saskatchewan,23LX-VEDETTE,56.3283,-106.763367,2023,85148.1,Natural,very big,16
NFDB_point.886,PC,2023WB14,58.96,-113.2899,2023,83116.0,Natural,very big,16
NFDB_point.842,Northwest Territories,ZF019-23,63.2,-114.533333,2023,82000.0,Natural,very big,16
NFDB_point.517,Quebec,20231080547,55.9933,-68.9819,2023,79956.13998,Natural,very big,16
NFDB_point.875,PC,2023WB25,59.5079,-114.2576,2023,77293.0,Natural,very big,16
NFDB_point.847,Northwest Territories,SS016-23,61.41925,-110.399733,2023,75643.0,Natural,very big,16
NFDB_point.503,Quebec,20231080504,54.4117,-76.0108,2023,74757.28502,Natural,very big,16
NFDB_point.63,British Columbia,2023-G91313,58.672,-121.6427,2023,74685.7,Natural,very big,16
NFDB_point.738,Northwest Territories,ZF085-23,62.18555,-113.386667,2023,73109.17,Natural,very big,16
NFDB_point.436,Quebec,20231080222,49.0606,-76.1278,2023,71465.5,Natural,very big,16
NFDB_point.30,British Columbia,2023-G92940,59.2838,-121.8901,2023,71002.7,Natural,very big,16
NFDB_point.235,Saskatchewan,23LX-LSZ001,55.282914,-110.000705,2023,69995.7,Natural,very big,16
NFDB_point.611,Yukon,2023OC017,68.080404,-138.434946,2023,68201.82,Unknown,very big,16
NFDB_point.15170,Alberta,WWF023,54.388929,-116.371578,2023,66436.7,Natural,very big,16
NFDB_point.490,Quebec,20231080467,50.7285,-76.2619,2023,65433.96916,Natural,very big,16
NFDB_point.229,Saskatchewan,23LA-WISTIGO,55.2572,-106.374667,2023,64309.0,Natural,very big,16
NFDB_point.871,PC,2023WB2,59.3952,-112.4517,2023,64149.0,Natural,very big,16
NFDB_point.861,Northwest Territories,SS004-23,60.9536,-119.1875,2023,64000.0,Natural,very big,16
NFDB_point.374,Ontario,SLK33,50.5579,-90.1077,2023,62378.0,Natural,very big,16
NFDB_point.834,Northwest Territories,ZF018-23,63.066667,-112.033333,2023,62082.85,Natural,very big,16
NFDB_point.647,Yukon,2023OT003,59.635385,-129.415924,2023,60871.77,Unknown,very big,16
NFDB_point.93,British Columbia,2023-R91162,59.6421,-129.5938,2023,60064.12,Natural,very big,16
NFDB_point.15149,Alberta,MWF023,57.976283,-113.214917,2023,59444.0,Natural,very big,16
NFDB_point.591,Quebec,20231080606,51.232,-78.1722,2023,58400.0,Natural,very big,16
NFDB_point.845,Northwest Territories,ZF011-23,62.864967,-113.718333,2023,57413.62,Natural,very big,16
NFDB_point.15172,Alberta,HWF112,59.225,-114.4041,2023,57412.0,Natural,very big,16
NFDB_point.491,Quebec,20231080469,54.0028,-72.1716,2023,57224.63459,Natural,very big,16
NFDB_point.881,PC,2023NA1,61.8325,-123.9356,2023,57130.0,Natural,very big,16
NFDB_point.252,Saskatchewan,23LA-KENNY,55.036183,-104.086883,2023,55344.8,Natural,very big,16
NFDB_point.833,Northwest Territories,VQ009-23,64.815,-125.137417,2023,55173.0,Natural,very big,16
NFDB_point.15173,Alberta,GWF027,54.520083,-117.356783,2023,54988.4,Unknown,very big,16
NFDB_point.470,Quebec,20231080379,50.1667,-73.4733,2023,50013.53349,Natural,very big,16
NFDB_point.15164,Alberta,GWF018,56.281817,-119.161633,2023,49327.7,Human,very big,16
NFDB_point.367,Ontario,NIP9,53.0395,-88.3788,2023,48555.0,Natural,very big,16
NFDB_point.45,British Columbia,2023-G51279,54.4219,-123.6492,2023,48396.3,Natural,very big,16
NFDB_point.495,Quebec,20231080480,51.68,-73.2598,2023,48336.71038,Natural,very big,16
NFDB_point.537,Quebec,20231080590,51.9708,-77.9334,2023,48033.04385,Natural,very big,16
NFDB_point.140,British Columbia,2023-K52125,49.1726,-120.0607,2023,46504.2,Natural,very big,16
NFDB_point.88,British Columbia,2023-K21633,51.0035,-119.8255,2023,45613.0,Natural,very big,16
NFDB_point.15143,Alberta,HWF109,59.453166,-114.158713,2023,45061.0,Natural,very big,16
NFDB_point.83,British Columbia,2023-G41307,53.591,-124.1523,2023,44641.7,Natural,very big,16
NFDB_point.15165,Alberta,SWF060,55.956383,-115.056367,2023,43981.0,Natural,very big,16
NFDB_point.718,Northwest Territories,SS069-23,60.019783,-112.673983,2023,43000.0,Natural,very big,16
NFDB_point.245,Saskatchewan,23LX-BOLDING,57.876629,-107.046291,2023,42844.3,Natural,very big,16
NFDB_point.38,British Columbia,2023-G90273,58.0617,-121.9122,2023,42838.5,Natural,very big,16
NFDB_point.15180,Alberta,HWF079,59.860083,-115.8038,2023,42579.0,Natural,very big,16
NFDB_point.363,Ontario,NIP13,50.8433,-87.3543,2023,40833.6,Natural,very big,16
NFDB_point.510,Quebec,20231080534,50.8211,-76.1181,2023,40676.44701,Natural,very big,16
NFDB_point.15185,Alberta,SWF064,54.896,-116.100217,2023,40606.0,Natural,very big,16
NFDB_point.96,British Columbia,2023-VA1381,53.0425,-126.3309,2023,40580.0,Natural,very big,16
NFDB_point.534,Quebec,20231080575,51.3065,-77.3302,2023,39888.0108,Natural,very big,16
NFDB_point.815,Northwest Territories,VQ018-23,66.91965,-129.47335,2023,38550.0,Natural,very big,16
NFDB_point.373,Ontario,SLK31,50.9728,-89.1258,2023,38033.2,Natural,very big,16
NFDB_point.24,British Columbia,2023-G90709,59.8265,-123.5519,2023,37793.9,Natural,very big,16
NFDB_point.396,Ontario,COC7,48.9843,-79.6735,2023,37742.0,Natural,very big,16
NFDB_point.796,Northwest Territories,ZF041-23,64.7693,-119.5291,2023,36070.35,Natural,very big,16
NFDB_point.793,Northwest Territories,EV014-23,68.5205,-133.1005,2023,35583.0,Natural,very big,16
NFDB_point.814,Northwest Territories,VQ020-23,67.32465,-130.092883,2023,35000.0,Natural,very big,16
NFDB_point.424,Quebec,20231080274,49.5084,-75.2876,2023,34965.46073,Natural,very big,16
NFDB_point.25,British Columbia,2023-G41502,53.5682,-125.2453,2023,34853.6,Natural,very big,16
NFDB_point.66,British Columbia,2023-G91739,59.4203,-123.6556,2023,33425.6,Natural,very big,16
NFDB_point.15136,Alberta,SWF081,56.990917,-113.459433,2023,33138.0,Natural,very big,16
NFDB_point.47,British Columbia,2023-G91534,59.4272,-121.0306,2023,32257.2,Natural,very big,16
NFDB_point.839,Northwest Territories,VQ006-23,64.9089,-125.218717,2023,32101.0,Natural,very big,16
NFDB_point.589,Quebec,20231080588,53.3481,-76.9054,2023,32074.1,Natural,very big,16
NFDB_point.836,Northwest Territories,ZF012-23,63.01205,-114.424317,2023,31138.66,Natural,very big,16
NFDB_point.498,Quebec,20231080488,50.2326,-78.3937,2023,31040.89224,Natural,very big,16
NFDB_point.15197,Alberta,HWF072,57.692833,-116.019833,2023,30123.0,Natural,very big,16
NFDB_point.236,Saskatchewan,23LX-PAWR02,55.290761,-109.988132,2023,29790.2,Natural,very big,16
NFDB_point.568,Quebec,20231080376,48.9048,-75.8251,2023,29790.2,Natural,very big,16
NFDB_point.576,Quebec,20231080468,53.9517,-72.4023,2023,29660.8,Natural,very big,16
NFDB_point.213,British Columbia,2023-G80291,56.5112,-121.2219,2023,29505.9,Human,very big,16
NFDB_point.407,Quebec,20231080172,50.6166,-66.0077,2023,28749.85206,Human,very big,16
NFDB_point.15148,Alberta,MWF024,57.712283,-110.6469,2023,28504.0,Natural,very big,16
NFDB_point.631,Yukon,2023XY018,61.860833,-134.511667,2023,28374.65,Unknown,very big,16
NFDB_point.577,Quebec,20231080473,50.5738,-75.0117,2023,27602.4,Natural,very big,16
NFDB_point.440,Quebec,20231080237,48.6083,-76.6358,2023,27496.6,Natural,very big,16
NFDB_point.15145,Alberta,PWF093,57.981817,-119.972633,2023,27174.4,Natural,very big,16
NFDB_point.500,Quebec,20231080492,51.1862,-74.0799,2023,26721.37246,Natural,very big,16
NFDB_point.634,Yukon,2023OC026,67.775724,-139.06673,2023,26367.0,Unknown,very big,16
NFDB_point.820,Northwest Territories,FS023-23,64.008,-121.356,2023,26000.0,Natural,very big,16
NFDB_point.492,Quebec,20231080470,51.1604,-66.1951,2023,25616.05175,Natural,very big,16
NFDB_point.46,British Columbia,2023-G70645,55.1541,-120.6697,2023,25095.0,Natural,very big,16
NFDB_point.761,Northwest Territories,ZF066-23,64.7325,-115.986667,2023,25063.37,Natural,very big,16
NFDB_point.768,Northwest Territories,VQ030-23,67.779583,-129.701883,2023,25000.0,Natural,very big,16
NFDB_point.866,PC,2023WB1,58.6371,-114.0023,2023,24947.0,Unknown,very big,16
NFDB_point.566,Quebec,20231080369,49.1684,-75.6707,2023,24917.1,Natural,very big,16
NFDB_point.246,Saskatchewan,23BN-SHAD,56.4411,-107.966317,2023,24854.0,Natural,very big,16
NFDB_point.122,British Columbia,2023-R11282,53.5192,-125.8533,2023,24810.8,Natural,very big,16
NFDB_point.174,British Columbia,2023-G60325,57.3534,-124.8435,2023,24705.0,Natural,very big,16
NFDB_point.565,Quebec,20231080368,50.4835,-74.2785,2023,24152.0,Natural,very big,16
NFDB_point.494,Quebec,20231080479,52.5229,-70.4005,2023,23928.00437,Natural,very big,16
NFDB_point.602,Nova Scotia,03-010-2023,43.62860107,-65.58329773,2023,23379.19922,Human,very big,16
NFDB_point.501,Quebec,20231080498,54.5291,-77.7444,2023,23295.33097,Natural,very big,16
NFDB_point.445,Quebec,20231080292,49.2112,-76.3439,2023,23280.4,Natural,very big,16
NFDB_point.332,Manitoba,NO029,56.5225,-99.6622,2023,23014.0,Natural,very big,16
NFDB_point.743,Northwest Territories,ZF080-23,64.454167,-115.202667,2023,22806.82,Natural,very big,16
NFDB_point.106,British Columbia,2023-G90981,59.1395,-127.65,2023,22393.46,Natural,very big,16
NFDB_point.206,British Columbia,2023-G60853,55.2402,-123.6703,2023,22372.75,Natural,very big,16
NFDB_point.752,Northwest Territories,ZF072-23,63.625167,-115.998333,2023,22285.96,Natural,very big,16
NFDB_point.343,Manitoba,WE027,53.4722,-99.5917,2023,22055.0,Natural,very big,16
NFDB_point.804,Northwest Territories,ZF040-23,65.669,-115.6223,2023,22000.0,Natural,very big,16
NFDB_point.18,British Columbia,2023-G41158,52.9571,-125.672,2023,21926.5,Natural,very big,16
NFDB_point.370,Ontario,COC38,50.7194,-79.8475,2023,21879.7,Natural,very big,16
NFDB_point.806,Northwest Territories,ZF038-23,64.5512,-119.9343,2023,21572.73,Natural,very big,16
NFDB_point.567,Quebec,20231080371,49.1511,-75.1669,2023,21467.7,Natural,very big,16
NFDB_point.621,Yukon,2023DA014,65.948833,-137.311167,2023,21418.49,Natural,very big,16
NFDB_point.851,Northwest Territories,VQ003-23,65.475367,-126.70775,2023,21099.0,Natural,very big,16
NFDB_point.44,British Columbia,2023-G90292,58.0517,-123.3252,2023,21056.0,Natural,very big,16
NFDB_point.769,Northwest Territories,SS056-23,60.244567,-108.11215,2023,21000.0,Natural,very big,16
NFDB_point.61,British Columbia,2023-K21384,52.1458,-119.9619,2023,20745.0,Natural,very big,16
NFDB_point.369,Ontario,SLK7,51.7644,-91.8501,2023,20426.5,Natural,very big,16
NFDB_point.563,Quebec,20231080312,49.0308,-76.5067,2023,20391.8,Natural,very big,16
NFDB_point.877,PC,2023WB12,58.1171,-112.6443,2023,20280.0,Natural,very big,16
NFDB_point.775,Northwest Territories,ZF052-23,65.919167,-116.941667,2023,20279.58,Natural,very big,16
NFDB_point.331,Manitoba,NO025,56.4772,-92.2878,2023,20000.0,Natural,very big,16
NFDB_point.519,Quebec,20231080550,56.9001,-67.0405,2023,19763.69398,Natural,very big,16
NFDB_point.844,Northwest Territories,ZF020-23,63.816667,-115.683333,2023,19736.16,Natural,very big,16
NFDB_point.15155,Alberta,EWF035,53.836833,-115.783333,2023,19672.0,Unknown,very big,16
NFDB_point.333,Manitoba,NO032,56.2092,-90.6069,2023,19500.0,Natural,very big,16
NFDB_point.854,Northwest Territories,VQ002-23,64.349583,-122.731517,2023,19412.0,Natural,very big,16
NFDB_point.241,Saskatchewan,23LA-SHARP,55.424067,-105.1221,2023,19251.0,Natural,very big,16
NFDB_point.560,Quebec,20231080689,50.5713,-79.3046,2023,19248.49051,Natural,very big,16
NFDB_point.400,Ontario,RED28,50.7161,-92.2131,2023,19177.1,Natural,very big,16
NFDB_point.188,British Columbia,2023-G80875,57.2791,-120.9118,2023,19136.5,Natural,very big,16
NFDB_point.525,Quebec,20231080558,55.0558,-69.4483,2023,19005.75844,Natural,very big,16
NFDB_point.243,Saskatchewan,23SR-RIACH,59.7405,-109.3085,2023,18906.3,Natural,very big,16
NFDB_point.15183,Alberta,GWF019,54.735667,-119.032783,2023,18884.0,Natural,very big,16
NFDB_point.481,Quebec,20231080450,50.6516,-73.105,2023,18866.42465,Natural,very big,16
NFDB_point.892,PC,2023WB19,58.1625,-113.4416,2023,18781.0,Natural,very big,16
NFDB_point.832,Northwest Territories,ZF025-23,63.320833,-113.591667,2023,18529.16,Natural,very big,16
NFDB_point.254,Saskatchewan,23LA-WAPA,54.729529,-104.650979,2023,18423.0,Natural,very big,16
NFDB_point.511,Quebec,20231080535,50.295,-78.1756,2023,18405.57335,Natural,very big,16
NFDB_point.251,Saskatchewan,23LX-ELLERAAS,56.830067,-106.594933,2023,18342.2,Natural,very big,16
NFDB_point.398,Ontario,SLK23,53.7625,-90.7008,2023,18200.0,Natural,very big,16
NFDB_point.846,Northwest Territories,VQ007-23,64.157583,-125.645783,2023,18000.0,Natural,very big,16
NFDB_point.826,Northwest Territories,VQ010-23,64.380883,-125.962067,2023,18000.0,Natural,very big,16
NFDB_point.787,Northwest Territories,EV016-23,68.086333,-132.359333,2023,18000.0,Natural,very big,16
NFDB_point.15204,Alberta,PWF125,56.859183,-119.659367,2023,17714.2,Natural,very big,16
NFDB_point.640,Yukon,2023OC024,66.253136,-139.038494,2023,17574.17,Unknown,very big,16
NFDB_point.468,Quebec,20231080373,48.8432,-75.1021,2023,17532.65499,Natural,very big,16
NFDB_point.219,British Columbia,2023-V11337,49.9815,-121.64,2023,17405.9,Natural,very big,16
NFDB_point.37,British Columbia,2023-G50872,55.3014,-124.841,2023,17333.8,Natural,very big,16
NFDB_point.703,Yukon,2023MA007,63.030367,-133.854317,2023,17157.57,Unknown,very big,16
NFDB_point.401,Ontario,SLK47,53.1217,-90.366,2023,17104.0,Natural,very big,16
NFDB_point.650,Yukon,2023OC018,66.027432,-135.596068,2023,17001.36,Unknown,very big,16
NFDB_point.77,British Columbia,2023-C52978,51.5811,-125.0824,2023,16842.0,Natural,very big,16
NFDB_point.15153,Alberta,SWF057,55.034283,-115.14815,2023,16728.0,Natural,very big,16
NFDB_point.276,Saskatchewan,23SR-CHAMB,59.652583,-105.28545,2023,16566.4,Natural,very big,16
NFDB_point.554,Quebec,20231080624,52.9583,-76.729,2023,16385.71501,Natural,very big,16
NFDB_point.275,Saskatchewan,23SR-SEGUIN,59.729731,-105.237048,2023,16367.9,Natural,very big,16
NFDB_point.707,Yukon,2023OC016,67.959885,-138.61084,2023,16116.0,Unknown,very big,16
NFDB_point.335,Manitoba,NO037,57.0006,-100.587,2023,15779.3,Natural,very big,16
NFDB_point.502,Quebec,20231080501,54.4905,-77.3302,2023,15576.96599,Natural,very big,16
NFDB_point.742,Northwest Territories,ZF086-23,63.491333,-113.5075,2023,15346.54,Natural,very big,16
NFDB_point.15201,Alberta,MWF039,57.421667,-113.400667,2023,15191.0,Natural,very big,16
NFDB_point.432,Quebec,20231080297,48.1812,-76.909,2023,15186.47763,Natural,very big,16
NFDB_point.225,Saskatchewan,23BR-SAULTEAUX,53.121339,-108.196355,2023,15000.0,Human,very big,16
NFDB_point.15138,Alberta,RWF032,52.905417,-115.695967,2023,15000.0,Natural,very big,16
NFDB_point.15139,Alberta,MWF021,57.693917,-113.29625,2023,14753.0,Natural,very big,16
NFDB_point.856,Northwest Territories,FS002-23,61.86549138,-123.8933996,2023,14550.0,Natural,very big,16
NFDB_point.90,British Columbia,2023-R90877,57.4801,-127.652,2023,14460.07,Natural,very big,16
NFDB_point.15206,Alberta,HWF104,59.955033,-116.247333,2023,14250.0,Natural,very big,16
NFDB_point.336,Manitoba,NO038,57.0575,-100.511,2023,14019.3,Natural,very big,16
NFDB_point.810,Northwest Territories,FS022-23,61.029833,-121.346167,2023,14000.0,Natural,very big,16
NFDB_point.214,British Columbia,2023-K52767,49.9081,-119.6328,2023,13970.4,Unknown,very big,16
NFDB_point.872,PC,2023WB23,60.457,-113.851,2023,13934.0,Natural,very big,16
NFDB_point.698,Yukon,2023MA011,64.029453,-135.850085,2023,13853.11,Natural,very big,16
NFDB_point.483,Quebec,20231080453,50.7173,-72.5551,2023,13832.86196,Natural,very big,16
NFDB_point.876,PC,2023WB24,59.5512,-115.5107,2023,13736.0,Natural,very big,16
NFDB_point.15181,Alberta,HWF083,57.79945,-114.7748,2023,13700.0,Natural,very big,16
NFDB_point.706,Yukon,2023OC021,66.760242,-136.729634,2023,13668.91,Unknown,very big,16
NFDB_point.460,Quebec,20231080353,49.8556,-70.0188,2023,13594.05715,Natural,very big,16
NFDB_point.334,Manitoba,WE018,55.4372,-101.673,2023,13381.0,Natural,very big,16
NFDB_point.318,Manitoba,EA073,52.7689,-96.4156,2023,13359.0,Natural,very big,16
NFDB_point.15167,Alberta,RWF027,52.82095,-115.908167,2023,13100.0,Natural,very big,16
NFDB_point.508,Quebec,20231080526,54.4134,-72.6183,2023,12863.87219,Natural,very big,16
NFDB_point.489,Quebec,20231080462,50.678,-72.8355,2023,12764.95531,Natural,very big,16
NFDB_point.15174,Alberta,HWF087,58.158117,-114.182933,2023,12508.0,Natural,very big,16
NFDB_point.701,Yukon,2023DA015,65.914,-137.3595,2023,12500.0,Natural,very big,16
NFDB_point.857,Northwest Territories,FS003-23,62.55395,-124.6435,2023,12453.0,Natural,very big,16
NFDB_point.760,Northwest Territories,ZF073-23,63.793333,-115.979167,2023,12338.95,Natural,very big,16
NFDB_point.190,British Columbia,2023-G60861,55.3665,-124.4427,2023,12274.62,Natural,very big,16
NFDB_point.186,British Columbia,2023-R11387,53.7504,-126.1737,2023,12142.0,Natural,very big,16
NFDB_point.504,Quebec,20231080508,54.6822,-74.8565,2023,12120.25432,Natural,very big,16
NFDB_point.170,British Columbia,2023-G90956,59.5248,-126.6508,2023,12107.21,Natural,very big,16
NFDB_point.15159,Alberta,EWF040,53.935583,-117.776167,2023,12073.4,Natural,very big,16
NFDB_point.15188,Alberta,HWF159,59.684617,-119.684367,2023,12059.99,Natural,very big,16
NFDB_point.821,Northwest Territories,VQ012-23,65.675617,-129.443283,2023,12000.0,Natural,very big,16
NFDB_point.723,Northwest Territories,FS025-23,63.500833,-121.386333,2023,12000.0,Natural,very big,16
NFDB_point.770,Northwest Territories,VQ034-23,65.934783,-129.8975,2023,12000.0,Natural,very big,16
NFDB_point.391,Ontario,RED5,53.4689,-93.2176,2023,11748.0,Natural,very big,16
NFDB_point.289,Saskatchewan,23SR-HAMIL,58.283733,-104.214783,2023,11740.7,Natural,very big,16
NFDB_point.626,Yukon,2023DA029,63.8365,-137.810667,2023,11683.83,Unknown,very big,16
NFDB_point.664,Yukon,2023MA038,65.685483,-135.040167,2023,11651.05,Unknown,very big,16
NFDB_point.270,Saskatchewan,23SR-DORRELL,59.983783,-106.8046,2023,11456.0,Natural,very big,16
NFDB_point.741,Northwest Territories,ZF083-23,64.416667,-118.90555,2023,11412.24,Natural,very big,16
NFDB_point.324,Manitoba,NO043,55.8589,-94.3678,2023,11391.6,Natural,very big,16
NFDB_point.78,British Columbia,2023-K22024,50.4484,-120.4009,2023,11382.0,Natural,very big,16
NFDB_point.444,Quebec,20231080268,48.513,-76.0481,2023,11357.8,Natural,very big,16
NFDB_point.132,British Columbia,2023-K71535,50.6806,-122.3862,2023,11284.0,Natural,very big,16
NFDB_point.797,Northwest Territories,ZF046-23,63.9224,-113.8541,2023,11210.49,Natural,very big,16
NFDB_point.342,Manitoba,NO066,56.2333,-101.628,2023,11017.0,Natural,very big,16
NFDB_point.785,Northwest Territories,VQ032-23,66.173783,-130.413433,2023,11000.0,Natural,very big,16
NFDB_point.767,Northwest Territories,VQ027-23,65.678133,-127.605983,2023,11000.0,Natural,very big,16
NFDB_point.776,Northwest Territories,VQ033-23,66.0378,-130.074,2023,11000.0,Natural,very big,16
NFDB_point.15175,Alberta,SWF116,57.1762,-113.801217,2023,10670.0,Natural,very big,16
NFDB_point.420,Quebec,20231080261,49.5063,-69.657,2023,10668.5075,Natural,very big,16
NFDB_point.538,Quebec,20231080593,51.472,-77.3682,2023,10560.61351,Natural,very big,16
NFDB_point.595,Newfoundland and Labrador,2023-607,53.08564,-64.36238,2023,10560.0,Natural,very big,16
NFDB_point.790,Northwest Territories,VQ026-23,66.929567,-128.535917,2023,10400.0,Natural,very big,16
NFDB_point.858,Northwest Territories,FS004-23,63.258317,-125.120417,2023,10335.0,Natural,very big,16
NFDB_point.379,Ontario,COC49,50.5531,-80.7494,2023,10194.7,Natural,very big,16
NFDB_point.387,Ontario,NIP19,51.0052,-87.5622,2023,10182.6,Natural,very big,16
NFDB_point.637,Yukon,2023MA015,64.174842,-132.671654,2023,10108.17,Natural,very big,16
NFDB_point.540,Quebec,20231080597,51.7425,-78.4303,2023,10041.71378,Natural,very big,16
NFDB_point.79,British Columbia,2023-K21620,51.0114,-119.6968,2023,10004.9,Natural,very big,16
NFDB_point.766,Northwest Territories,SS055-23,60.44355,-108.101417,2023,10000.0,Natural,very big,16
NFDB_point.660,Yukon,2023RR005,62.620417,-132.4474,2023,9941.06,Unknown,big,4
NFDB_point.544,Quebec,20231080603,51.9618,-76.8492,2023,9812.817651,Natural,big,4
NFDB_point.689,Yukon,2023OC019,66.838545,-137.398577,2023,9675.89,Unknown,big,4
NFDB_point.271,Saskatchewan,23SR-SOMER,59.561133,-105.078283,2023,9675.6,Natural,big,4
NFDB_point.274,Saskatchewan,23LA-PELT,55.5534,-105.0417,2023,9601.0,Natural,big,4
NFDB_point.277,Saskatchewan,23LA-POOLE,55.913083,-104.54705,2023,9584.0,Natural,big,4
NFDB_point.141,British Columbia,2023-K71649,50.8561,-122.9739,2023,9565.0,Natural,big,4
NFDB_point.488,Quebec,20231080460,51.0945,-73.1646,2023,9498.523378,Natural,big,4
NFDB_point.429,Quebec,20231080283,49.5557,-68.6728,2023,9261.120292,Natural,big,4
NFDB_point.240,Saskatchewan,23DB-KPIR02,54.85375,-103.389967,2023,9002.5,Human,big,4
NFDB_point.774,Northwest Territories,VQ038-23,64.71735,-121.2397,2023,9000.0,Natural,big,4
NFDB_point.260,Saskatchewan,23LA-COWIE,57.188567,-102.703967,2023,9000.0,Natural,big,4
NFDB_point.757,Northwest Territories,EV019-23,67.592,-130.609333,2023,9000.0,Natural,big,4
NFDB_point.661,Yukon,2023OC031,67.015282,-136.476263,2023,8833.09,Unknown,big,4
NFDB_point.551,Quebec,20231080618,56.9721,-67.36,2023,8809.438368,Natural,big,4
NFDB_point.744,Northwest Territories,ZF092-23,63.556667,-111.994433,2023,8796.53,Natural,big,4
NFDB_point.673,Yukon,2023OC020,66.817032,-136.83334,2023,8700.0,Unknown,big,4
NFDB_point.244,Saskatchewan,23SR-KAY,59.657167,-109.610833,2023,8689.4,Natural,big,4
NFDB_point.402,Ontario,NIP26,53.8073,-88.7836,2023,8647.8,Natural,big,4
NFDB_point.15194,Alberta,PWF082,56.950667,-119.776167,2023,8550.0,Natural,big,4
NFDB_point.15144,Alberta,SWF095,54.86785,-116.6625,2023,8500.0,Natural,big,4
