fid,province,fire_id,latitude,longitude,year,size_ha,cause,size_class,class_weight
NFDB_point.627,Yukon,2023MA013,63.4061,-135.313567,2023,956.07,Unknown,medium,2
NFDB_point.442,Quebec,20231080252,49.545,-69.7334,2023,944.8,Natural,medium,2
NFDB_point.431,Quebec,20231080295,49.6938,-72.585,2023,934.5741834,Natural,medium,2
NFDB_point.663,Yukon,2023DA052,64.135967,-137.834833,2023,926.62,Natural,medium,2
NFDB_point.798,Northwest Territories,EV023-23,68.02685,-129.993017,2023,920.0,Natural,medium,2
NFDB_point.127,British Columbia,2023-R13093,53.3021,-126.7535,2023,913.0,Natural,medium,2
NFDB_point.708,Yukon,2023MA034,63.60305,-136.166683,2023,912.03,Natural,medium,2
NFDB_point.108,British Columbia,2023-VA2884,52.2916,-126.0645,2023,900.0,Natural,medium,2
NFDB_point.159,British Columbia,2023-N72369,50.8046,-117.3171,2023,890.0,Natural,medium,2
NFDB_point.17,British Columbia,2023-G91467,59.2839,-122.1495,2023,888.01,Natural,medium,2
NFDB_point.518,Quebec,20231080548,56.8663,-66.1602,2023,882.3882588,Natural,medium,2
NFDB_point.713,Northwest Territories,SS073-23,60.52395,-113.7263,2023,882.0,Natural,medium,2
NFDB_point.173,British Columbia,2023-N52156,50.462,-117.5974,2023,876.0,Natural,medium,2
NFDB_point.408,Quebec,20231080213,49.7371,-74.9946,2023,874.0967305,Human,medium,2
NFDB_point.15189,Alberta,GWF035,55.583557,-119.404602,2023,872.0,Unknown,medium,2
NFDB_point.102,British Columbia,2023-N52393,50.3582,-117.6146,2023,868.0,Natural,medium,2
NFDB_point.355,Manitoba,NO117,56.8086,-100.829,2023,853.0,Natural,medium,2
NFDB_point.328,Manitoba,EA041,52.5019,-95.5689,2023,850.0,Natural,medium,2
NFDB_point.667,Yukon,2023MA019,63.11085,-134.796333,2023,843.61,Natural,medium,2
NFDB_point.615,Yukon,2023CA005,62.9816,-134.404333,2023,830.72,Natural,medium,2
NFDB_point.632,Yukon,2023RR001,62.193817,-130.88595,2023,829.12,Unknown,medium,2
NFDB_point.471,Quebec,20231080381,48.4286,-69.8294,2023,827.3486835,Natural,medium,2
NFDB_point.388,Ontario,SLK19,52.0922,-89.2822,2023,824.8,Natural,medium,2
NFDB_point.681,Yukon,2023OC012,67.708262,-139.89993,2023,824.0,Unknown,medium,2
NFDB_point.680,Yukon,2023CA010,62.655817,-135.959617,2023,823.06,Unknown,medium,2
NFDB_point.42,British Columbia,2023-G50912,55.7693,-126.3755,2023,816.9,Natural,medium,2
NFDB_point.520,Quebec,20231080552,54.1526,-70.1657,2023,805.8621038,Natural,medium,2
NFDB_point.390,Ontario,COC11,52.1823,-81.8548,2023,805.0,Unknown,medium,2
NFDB_point.49,British Columbia,2023-V11256,49.2088,-121.383,2023,805.0,Natural,medium,2
NFDB_point.13,British Columbia,2023-G90776,58.2226,-123.8847,2023,804.46,Natural,medium,2
NFDB_point.35,British Columbia,2023-G41569,53.675,-124.3337,2023,801.1,Natural,medium,2
NFDB_point.350,Manitoba,NO095,54.0097,-96.8203,2023,800.2,Natural,medium,2
NFDB_point.753,Northwest Territories,ZF071-23,64.470833,-114.679167,2023,800.0,Natural,medium,2
NFDB_point.617,Yukon,2023DA027,65.577067,-138.015667,2023,800.0,Unknown,medium,2
NFDB_point.223,Saskatchewan,23LF-ROCKY,53.701691,-104.596457,2023,794.0,Human,medium,2
NFDB_point.405,Ontario,COC1,51.5566,-85.3216,2023,781.4,Natural,medium,2
NFDB_point.189,British Columbia,2023-R51712,53.0898,-127.5075,2023,770.0,Unknown,medium,2
NFDB_point.482,Quebec,20231080451,49.7678,-73.3866,2023,769.4204852,Natural,medium,2
NFDB_point.6,British Columbia,2023-V10588,49.4837,-121.9887,2023,767.2,Human,medium,2
NFDB_point.818,Northwest Territories,VQ016-23,65.170883,-120.116317,2023,767.0,Natural,medium,2
NFDB_point.91,British Columbia,2023-R90857,57.3586,-129.0278,2023,762.36,Natural,medium,2
NFDB_point.719,Northwest Territories,FS027-23,63.091667,-124.0185,2023,760.0,Natural,medium,2
NFDB_point.220,Saskatchewan,23PA-LILLY,53.0138,-106.190767,2023,754.0,Human,medium,2
NFDB_point.338,Manitoba,NO042,56.6606,-98.3983,2023,749.2,Natural,medium,2
NFDB_point.837,Northwest Territories,EV007-23,65.97915,-131.60745,2023,745.56,Natural,medium,2
NFDB_point.52,British Columbia,2023-G41422,53.9829,-124.8257,2023,736.6,Natural,medium,2
NFDB_point.212,British Columbia,2023-K52808,49.9343,-119.4611,2023,733.0,Unknown,medium,2
NFDB_point.574,Quebec,20231080433,49.0639,-75.0464,2023,726.3,Natural,medium,2
NFDB_point.487,Quebec,20231080459,51.5557,-71.4264,2023,725.7833628,Natural,medium,2
NFDB_point.294,Saskatchewan,23LA-MULLIN,57.5828,-103.348433,2023,716.0,Natural,medium,2
NFDB_point.193,British Columbia,2023-N22508,50.4956,-115.3742,2023,711.0,Natural,medium,2
NFDB_point.112,British Columbia,2023-N71835,50.2359,-116.8421,2023,709.0,Natural,medium,2
NFDB_point.409,Quebec,20231080215,50.3743,-66.3849,2023,706.2141913,Human,medium,2
NFDB_point.43,British Columbia,2023-G93120,58.7596,-127.7105,2023,700.0,Natural,medium,2
NFDB_point.265,Saskatchewan,23LA-CHURCH,55.752129,-106.22122,2023,698.0,Natural,medium,2
NFDB_point.558,Quebec,20231080633,57.9732,-68.5217,2023,695.4928029,Natural,medium,2
NFDB_point.532,Quebec,20231080569,56.8518,-66.2846,2023,690.4908214,Natural,medium,2
NFDB_point.307,Saskatchewan,23BN-GARSON,56.170922,-109.592501,2023,689.0,Natural,medium,2
NFDB_point.454,Quebec,20231080337,46.5953,-77.3601,2023,680.8097801,Natural,medium,2
NFDB_point.794,Northwest Territories,ZF048-23,62.4296,-105.9499,2023,678.0,Natural,medium,2
NFDB_point.98,British Columbia,2023-G83130,58.2204,-121.7444,2023,673.0,Natural,medium,2
NFDB_point.310,Manitoba,NO072,54.555,-96.5514,2023,663.3,Natural,medium,2
NFDB_point.306,Saskatchewan,23BN-LINVALL,56.361978,-109.013426,2023,660.0,Natural,medium,2
NFDB_point.303,Saskatchewan,23DB-DEER,55.841219,-103.025465,2023,656.0,Natural,medium,2
NFDB_point.372,Ontario,COC32,54.6032,-85.1801,2023,653.2,Natural,medium,2
NFDB_point.144,British Columbia,2023-K71707,50.1667,-122.0922,2023,651.0,Natural,medium,2
NFDB_point.557,Quebec,20231080629,58.1374,-67.4721,2023,650.2204949,Natural,medium,2
NFDB_point.475,Quebec,20231080408,49.6003,-71.6019,2023,644.065788,Natural,medium,2
NFDB_point.120,British Columbia,2023-N42390,51.5235,-117.5588,2023,644.0,Natural,medium,2
NFDB_point.745,Northwest Territories,VQ039-23,65.369917,-125.279483,2023,643.0,Natural,medium,2
NFDB_point.817,Northwest Territories,SS023-23,61.208333,-113.203883,2023,641.0,Natural,medium,2
NFDB_point.50,British Columbia,2023-R31465,55.3867,-126.7215,2023,639.0,Natural,medium,2
NFDB_point.644,Yukon,2023TE001,60.7585,-133.753167,2023,636.06,Unknown,medium,2
NFDB_point.699,Yukon,2023DA028,65.861501,-137.15107,2023,626.78,Unknown,medium,2
NFDB_point.496,Quebec,20231080481,49.032,-75.3513,2023,623.271077,Natural,medium,2
NFDB_point.649,Yukon,2023DA010,63.445925,-140.420342,2023,621.08,Natural,medium,2
NFDB_point.623,Yukon,2023MA020,63.752601,-132.29139,2023,621.04,Natural,medium,2
NFDB_point.772,Northwest Territories,ZF056-23,65.430833,-115.251667,2023,600.0,Natural,medium,2
NFDB_point.882,PC,2023VU1,68.4036,-138.8071,2023,600.0,Unknown,medium,2
NFDB_point.654,Yukon,2023DA043,65.383333,-136.594515,2023,590.37,Unknown,medium,2
NFDB_point.207,British Columbia,2023-N72350,50.4515,-117.0131,2023,590.0,Natural,medium,2
NFDB_point.262,Saskatchewan,23LA-ISLAND,55.645833,-105.610167,2023,590.0,Natural,medium,2
NFDB_point.138,British Columbia,2023-K71778,50.7831,-121.8895,2023,589.0,Natural,medium,2
NFDB_point.646,Yukon,2023DA050,63.938183,-140.282867,2023,582.59,Unknown,medium,2
NFDB_point.541,Quebec,20231080598,52.4825,-78.2353,2023,580.9171164,Natural,medium,2
NFDB_point.15158,Alberta,EWF037,53.91005,-117.55905,2023,578.0,Natural,medium,2
NFDB_point.715,Northwest Territories,ZF099-23,63.31555,-116.6845,2023,572.0,Natural,medium,2
NFDB_point.368,Ontario,COC19,49.6071,-79.7037,2023,570.2,Natural,medium,2
NFDB_point.15200,Alberta,MWF038,57.460167,-113.390167,2023,569.0,Natural,medium,2
NFDB_point.297,Saskatchewan,23LA-CAIRNS,57.6443,-103.340667,2023,564.9,Natural,medium,2
NFDB_point.352,Manitoba,NO106,56.9414,-99.1797,2023,563.1,Natural,medium,2
NFDB_point.642,Yukon,2023MA048,64.271108,-134.2267,2023,557.89,Unknown,medium,2
NFDB_point.641,Yukon,2023MA044,65.023871,-134.817319,2023,557.3,Unknown,medium,2
NFDB_point.19,British Columbia,2023-R31512,55.0104,-127.4476,2023,556.13,Natural,medium,2
NFDB_point.633,Yukon,2023MA022,63.496861,-132.841242,2023,555.66,Unknown,medium,2
NFDB_point.341,Manitoba,NO055,54.3497,-98.4075,2023,554.0,Natural,medium,2
NFDB_point.323,Manitoba,EA050,53.0383,-96.8603,2023,554.0,Natural,medium,2
NFDB_point.695,Yukon,2023OC027,68.397133,-138.79745,2023,549.79,Natural,medium,2
NFDB_point.312,Manitoba,NO074,54.5114,-96.9144,2023,543.0,Natural,medium,2
NFDB_point.404,Ontario,COC39,50.4308,-81.2076,2023,542.7,Natural,medium,2
NFDB_point.855,Northwest Territories,FS005-23,62.853317,-124.842067,2023,540.0,Natural,medium,2
NFDB_point.29,British Columbia,2023-C40384,51.6366,-121.9257,2023,536.0,Natural,medium,2
NFDB_point.269,Saskatchewan,23SR-MCCRADY,58.7195,-108.639017,2023,536.0,Natural,medium,2
NFDB_point.378,Ontario,RED32,52.1375,-94.6138,2023,535.6,Natural,medium,2
NFDB_point.346,Manitoba,NO086,55.8011,-100.99,2023,534.8,Natural,medium,2
NFDB_point.15205,Alberta,SWF067,55.022167,-115.8975,2023,534.0,Natural,medium,2
NFDB_point.549,Quebec,20231080611,55.6812,-74.9027,2023,533.4576584,Natural,medium,2
NFDB_point.361,Ontario,RED27,51.2427,-92.707,2023,527.8,Natural,medium,2
NFDB_point.704,Yukon,2023MA032,63.602133,-135.027967,2023,527.14,Unknown,medium,2
NFDB_point.705,Yukon,2023DA053,65.807476,-136.065396,2023,520.51,Unknown,medium,2
NFDB_point.82,British Columbia,2023-R31585,55.0761,-126.7662,2023,520.0,Natural,medium,2
NFDB_point.155,British Columbia,2023-N72419,50.742,-117.0683,2023,519.0,Natural,medium,2
NFDB_point.717,Northwest Territories,ZF097-23,62.767217,-103.574433,2023,517.2,Natural,medium,2
NFDB_point.722,Northwest Territories,ZF093-23,62.673333,-113.3007,2023,513.0,Natural,medium,2
NFDB_point.164,British Columbia,2023-R51711,53.114,-127.599,2023,512.0,Unknown,medium,2
NFDB_point.635,Yukon,2023OC010,67.313087,-139.732345,2023,509.22,Unknown,medium,2
NFDB_point.295,Saskatchewan,23DB-LAIRD,56.232583,-102.134717,2023,506.0,Natural,medium,2
NFDB_point.601,New Brunswick,CH-6-8-145,45.18083,-66.97483,2023,504.0,Human,medium,2
NFDB_point.103,British Columbia,2023-G41149,54.212,-124.2843,2023,501.06,Natural,medium,2
NFDB_point.288,Saskatchewan,23SR-MANSON,58.615433,-103.240033,2023,500.1,Natural,medium,2
NFDB_point.600,Newfoundland and Labrador,2023-616,53.8739,-66.42141,2023,500.0,Natural,small,1
NFDB_point.765,Northwest Territories,SS059-23,60.2394,-106.809117,2023,500.0,Natural,small,1
NFDB_point.347,Manitoba,NO090,57.7817,-97.7894,2023,500.0,Natural,small,1
NFDB_point.446,Quebec,20231080296,49.2278,-76.5567,2023,500.0,Natural,small,1
NFDB_point.154,British Columbia,2023-G90810,57.651,-123.6047,2023,500.0,Natural,small,1
NFDB_point.612,Yukon,2023DA002,65.473086,-138.158995,2023,493.47,Natural,small,1
NFDB_point.291,Saskatchewan,23SR-PREMIER,59.833133,-106.16583,2023,493.0,Natural,small,1
NFDB_point.521,Quebec,20231080554,56.9231,-66.0654,2023,482.2078775,Natural,small,1
NFDB_point.153,British Columbia,2023-K73066,50.3079,-122.044,2023,480.37,Natural,small,1
NFDB_point.180,British Columbia,2023-K51680,49.1341,-119.9525,2023,480.0,Natural,small,1
NFDB_point.115,British Columbia,2023-N72365,50.1718,-116.7934,2023,479.0,Natural,small,1
NFDB_point.666,Yukon,2023MA047,63.1636,-135.178983,2023,479.0,Unknown,small,1
NFDB_point.15156,Alberta,HWF135,57.644173,-114.131117,2023,476.9,Natural,small,1
NFDB_point.691,Yukon,2023OT004,59.934129,-127.74958,2023,475.74,Natural,small,1
NFDB_point.686,Yukon,2023OC030,67.463174,-136.682325,2023,475.0,Unknown,small,1
NFDB_point.530,Quebec,20231080564,54.3862,-70.4393,2023,466.2990544,Natural,small,1
NFDB_point.687,Yukon,2023RR003,61.683967,-130.757733,2023,463.69,Natural,small,1
NFDB_point.123,British Columbia,2023-N72730,50.0903,-116.757,2023,463.0,Natural,small,1
NFDB_point.395,Ontario,SUD19,46.7506,-81.9973,2023,459.0,Natural,small,1
NFDB_point.678,Yukon,2023MA014,64.100413,-133.526893,2023,454.49,Unknown,small,1
NFDB_point.15146,Alberta,PWF034,56.545183,-119.4788,2023,454.4,Human,small,1
NFDB_point.62,British Columbia,2023-G51411,55.3288,-125.3514,2023,451.6,Natural,small,1
NFDB_point.340,Manitoba,NO047,56.6342,-101.909,2023,451.0,Natural,small,1
NFDB_point.256,Saskatchewan,23LA-DALY,56.50095,-105.609367,2023,450.0,Natural,small,1
NFDB_point.809,Northwest Territories,SS061-23,60.529767,-103.398867,2023,450.0,Natural,small,1
NFDB_point.573,Quebec,20231080420,48.6904,-76.3569,2023,450.0,Natural,small,1
NFDB_point.353,Manitoba,NO104,58.8442,-101.107,2023,450.0,Natural,small,1
NFDB_point.659,Yukon,2023OC003,66.780617,-137.255617,2023,450.0,Natural,small,1
NFDB_point.865,PC,2023WP1,57.2509,-93.4627,2023,450.0,Natural,small,1
NFDB_point.74,British Columbia,2023-N42102,51.0106,-116.3746,2023,449.0,Natural,small,1
NFDB_point.592,Quebec,20231080622,53.1408,-76.8378,2023,448.5,Natural,small,1
NFDB_point.382,Ontario,SLK29,52.106,-89.8102,2023,446.6,Natural,small,1
NFDB_point.662,Yukon,2023DA041,65.567633,-136.681,2023,442.6,Unknown,small,1
NFDB_point.452,Quebec,20231080326,49.6598,-69.9722,2023,442.2771979,Natural,small,1
NFDB_point.171,British Columbia,2023-V93289,51.7347,-125.8142,2023,433.0,Natural,small,1
NFDB_point.636,Yukon,2023MA016,64.08295,-132.398183,2023,432.0,Natural,small,1
NFDB_point.351,Manitoba,NO097,54.5494,-96.5622,2023,430.0,Natural,small,1
NFDB_point.169,British Columbia,2023-R11274,54.4547,-125.2762,2023,428.0,Natural,small,1
NFDB_point.199,British Columbia,2023-V82787,49.5919,-126.2774,2023,425.0,Unknown,small,1
NFDB_point.238,Saskatchewan,23PA-SLIR03,53.38445,-106.103533,2023,424.7,Human,small,1
NFDB_point.671,Yukon,2023DA058,64.552581,-140.343781,2023,421.54,Unknown,small,1
NFDB_point.113,British Columbia,2023-R13068,53.4286,-126.9397,2023,419.0,Natural,small,1
NFDB_point.651,Yukon,2023OC009,67.532533,-139.676667,2023,416.31,Natural,small,1
NFDB_point.808,Northwest Territories,ZF045-23,62.7653,-102.0207,2023,416.0,Natural,small,1
NFDB_point.187,British Columbia,2023-V53027,49.7123,-123.5527,2023,415.5,Natural,small,1
NFDB_point.320,Manitoba,NO023,56.5839,-91.1519,2023,414.4,Natural,small,1
NFDB_point.135,British Columbia,2023-N52009,50.7671,-117.475,2023,413.0,Natural,small,1
NFDB_point.133,British Columbia,2023-V33029,50.3991,-122.6656,2023,410.0,Natural,small,1
NFDB_point.359,Ontario,COC52,51.4104,-82.1242,2023,408.6,Natural,small,1
NFDB_point.441,Quebec,20231080250,47.9098,-75.772,2023,400.0,Natural,small,1
NFDB_point.850,Northwest Territories,VQ004-23,64.9371,-124.199483,2023,400.0,Natural,small,1
NFDB_point.676,Yukon,2023HJ004,61.380776,-139.11336,2023,399.87,Human,small,1
NFDB_point.146,British Columbia,2023-V31726,50.7078,-123.3159,2023,399.0,Natural,small,1
NFDB_point.694,Yukon,2023MA030,63.769983,-135.9885,2023,399.0,Unknown,small,1
NFDB_point.679,Yukon,2023DA009,64.009233,-140.6619,2023,398.92,Natural,small,1
NFDB_point.330,Manitoba,EA057,53.1078,-96.5069,2023,394.0,Natural,small,1
NFDB_point.474,Quebec,20231080393,48.0518,-74.0329,2023,391.1966731,Natural,small,1
NFDB_point.801,Northwest Territories,ZF036-23,62.6353,-112.4867,2023,386.0,Natural,small,1
NFDB_point.8,British Columbia,2023-G80175,56.5319,-121.9246,2023,385.0,Human,small,1
NFDB_point.178,British Columbia,2023-N72824,50.123,-116.6149,2023,383.0,Natural,small,1
NFDB_point.630,Yukon,2023RR013,62.450667,-131.000833,2023,382.75,Unknown,small,1
NFDB_point.457,Quebec,20231080350,48.1387,-75.3082,2023,379.8446137,Natural,small,1
NFDB_point.161,British Columbia,2023-C11319,52.971,-124.6291,2023,376.0,Natural,small,1
NFDB_point.696,Yukon,2023DA055,63.692483,-140.369462,2023,375.84,Natural,small,1
NFDB_point.194,British Columbia,2023-G62150,55.8255,-123.1873,2023,375.53,Natural,small,1
NFDB_point.302,Saskatchewan,23LA-ERROL,55.9852,-103.254533,2023,374.5,Human,small,1
NFDB_point.215,British Columbia,2023-K42815,50.0275,-119.4413,2023,372.6,Natural,small,1
NFDB_point.149,British Columbia,2023-N52138,50.6323,-117.2956,2023,372.0,Natural,small,1
NFDB_point.524,Quebec,20231080557,53.8925,-74.0035,2023,369.1775868,Natural,small,1
NFDB_point.191,British Columbia,2023-N72833,50.1619,-117.139,2023,366.0,Natural,small,1
NFDB_point.473,Quebec,20231080385,49.714,-69.0925,2023,364.7038489,Natural,small,1
NFDB_point.100,British Columbia,2023-G60603,55.912,-123.1348,2023,363.88,Natural,small,1
NFDB_point.114,British Columbia,2023-R11238,54.0775,-126.1776,2023,359.0,Natural,small,1
NFDB_point.224,Saskatchewan,23HB-DELTA,53.960517,-102.40425,2023,359.0,Human,small,1
NFDB_point.514,Quebec,20231080541,56.9319,-67.5871,2023,357.2212301,Natural,small,1
NFDB_point.84,British Columbia,2023-G12002,54.609,-121.7952,2023,351.7,Natural,small,1
NFDB_point.675,Yukon,2023MA029,64.155833,-135.8625,2023,351.0,Unknown,small,1
NFDB_point.36,British Columbia,2023-G91355,59.669,-122.625,2023,350.0,Natural,small,1
NFDB_point.799,Northwest Territories,EV013-23,68.617733,-129.82375,2023,350.0,Natural,small,1
NFDB_point.608,Yukon,2023DA004,65.734017,-140.689767,2023,350.0,Unknown,small,1
NFDB_point.572,Quebec,20231080419,48.725,-76.3147,2023,350.0,Natural,small,1
NFDB_point.356,Manitoba,NO129,57.3806,-101.626,2023,350.0,Natural,small,1
NFDB_point.710,Northwest Territories,SS074-23,60.984167,-102.544333,2023,350.0,Natural,small,1
NFDB_point.76,British Columbia,2023-K21382,52.1472,-120.0256,2023,350.0,Natural,small,1
NFDB_point.15198,Alberta,HWF124,59.046633,-117.080833,2023,346.2,Natural,small,1
NFDB_point.273,Saskatchewan,23BN-PARKER,56.807933,-108.705267,2023,345.0,Natural,small,1
NFDB_point.749,Northwest Territories,ZF067-23,64.4625,-113.122167,2023,342.0,Natural,small,1
NFDB_point.476,Quebec,20231080411,49.2767,-71.8114,2023,341.9103546,Natural,small,1
NFDB_point.40,British Columbia,2023-C11892,52.9119,-125.4362,2023,341.9,Natural,small,1
NFDB_point.888,PC,2023WB4,58.3837,-112.2474,2023,339.0,Natural,small,1
NFDB_point.462,Quebec,20231080359,46.9407,-73.3527,2023,337.359204,Natural,small,1
NFDB_point.449,Quebec,20231080308,47.0041,-73.4124,2023,334.7565238,Natural,small,1
NFDB_point.392,Ontario,SLK53,53.9106,-90.8784,2023,334.0,Human,small,1
NFDB_point.314,Manitoba,NO121,57.2531,-93.4672,2023,333.0,Natural,small,1
NFDB_point.853,Northwest Territories,FS007-23,60.785117,-121.35875,2023,333.0,Natural,small,1
NFDB_point.92,British Columbia,2023-VA2752,52.8213,-126.1975,2023,330.0,Natural,small,1
NFDB_point.129,British Columbia,2023-R11725,53.5365,-126.6308,2023,330.0,Natural,small,1
NFDB_point.716,Northwest Territories,FS028-23,61.434667,-120.5569,2023,328.0,Human,small,1
NFDB_point.327,Manitoba,EA008,51.7136,-98.6169,2023,327.5,Human,small,1
NFDB_point.486,Quebec,20231080458,51.6531,-71.6949,2023,326.6391749,Natural,small,1
NFDB_point.773,Northwest Territories,SS053-23,60.179,-107.661583,2023,325.0,Natural,small,1
NFDB_point.831,Northwest Territories,FS011-23,61.02575,-122.985367,2023,320.0,Natural,small,1
NFDB_point.54,British Columbia,2023-G92594,59.9374,-127.762,2023,316.5,Natural,small,1
NFDB_point.890,PC,2023TH5,62.4854,-110.4762,2023,314.0,Unknown,small,1
NFDB_point.308,Saskatchewan,23LA-HARDY,55.622898,-106.39554,2023,314.0,Natural,small,1
NFDB_point.828,Northwest Territories,EV010-23,67.116667,-134.5,2023,311.0,Natural,small,1
NFDB_point.344,Manitoba,NO061,53.7319,-97.0003,2023,309.7,Natural,small,1
NFDB_point.337,Manitoba,NO041,56.7092,-98.4792,2023,309.5,Natural,small,1
NFDB_point.67,British Columbia,2023-C31143,52.6903,-121.3638,2023,308.0,Natural,small,1
NFDB_point.791,Northwest Territories,VQ031-23,67.986783,-127.434333,2023,307.0,Natural,small,1
NFDB_point.894,PC,2023KO1,50.6743,-115.8377,2023,307.0,Natural,small,1
NFDB_point.386,Ontario,NIP37,52.3818,-87.494,2023,306.7,Natural,small,1
NFDB_point.86,British Columbia,2023-N42216,51.7139,-118.1829,2023,303.0,Natural,small,1
NFDB_point.16,British Columbia,2023-V52804,50.6693,-123.9888,2023,302.0,Natural,small,1
NFDB_point.726,Northwest Territories,SS063-23,61.094067,-105.40955,2023,300.0,Natural,small,1
NFDB_point.754,Northwest Territories,ZF059-23,64.451667,-107.385,2023,300.0,Natural,small,1
NFDB_point.784,Northwest Territories,EV026-23,67.973167,-131.019833,2023,300.0,Natural,small,1
NFDB_point.175,British Columbia,2023-V33258,50.5959,-122.7344,2023,300.0,Natural,small,1
NFDB_point.593,Quebec,20231080663,51.0539,-79.1325,2023,300.0,Natural,small,1
NFDB_point.242,Saskatchewan,23HB-CLEM,52.72738,-102.481436,2023,298.0,Human,small,1
NFDB_point.616,Yukon,2023MA027,64.03545,-136.59915,2023,297.1,Unknown,small,1
NFDB_point.196,British Columbia,2023-G60887,56.7857,-126.6837,2023,297.0,Natural,small,1
NFDB_point.645,Yukon,2023DA042,65.450033,-136.650333,2023,289.8,Unknown,small,1
NFDB_point.117,British Columbia,2023-N72169,50.7441,-117.13,2023,287.0,Natural,small,1
NFDB_point.85,British Columbia,2023-N42228,51.2003,-116.7542,2023,284.0,Natural,small,1
NFDB_point.148,British Columbia,2023-R13124,54.4756,-125.1785,2023,280.0,Natural,small,1
NFDB_point.415,Quebec,20231080238,47.5952,-76.5984,2023,279.0025301,Natural,small,1
NFDB_point.807,Northwest Territories,ZF075-23,62.1374,-105.6324,2023,279.0,Natural,small,1
NFDB_point.60,British Columbia,2023-R41659,55.7303,-127.2702,2023,278.1,Unknown,small,1
NFDB_point.69,British Columbia,2023-G30612,52.3739,-119.3284,2023,277.0,Natural,small,1
NFDB_point.237,Saskatchewan,23BR-AIR04,53.42565,-106.893233,2023,275.0,Human,small,1
NFDB_point.714,Northwest Territories,ZF098-23,64.36555,-119.0525,2023,274.0,Natural,small,1
NFDB_point.478,Quebec,20231080422,48.4611,-73.8234,2023,273.3640322,Natural,small,1
NFDB_point.253,Saskatchewan,23LA-GOW,56.45795,-104.382583,2023,271.6,Natural,small,1
NFDB_point.56,British Columbia,2023-C12135,52.6094,-122.2498,2023,270.0,Natural,small,1
NFDB_point.451,Quebec,20231080319,48.7855,-74.2301,2023,267.1329702,Natural,small,1
NFDB_point.728,Northwest Territories,VQ029-23,64.622967,-124.87775,2023,266.0,Natural,small,1
NFDB_point.321,Manitoba,WE005,53.6664,-100.324,2023,266.0,Human,small,1
NFDB_point.222,Saskatchewan,23BN-LOCAL,56.481967,-109.435333,2023,266.0,Human,small,1
NFDB_point.465,Quebec,20231080365,48.3983,-74.8239,2023,262.3976388,Natural,small,1
NFDB_point.493,Quebec,20231080474,51.5286,-63.169,2023,262.3053594,Natural,small,1
NFDB_point.68,British Columbia,2023-V53075,50.5322,-124.3396,2023,262.0,Natural,small,1
NFDB_point.39,British Columbia,2023-G41466,53.659,-123.7843,2023,262.0,Natural,small,1
NFDB_point.313,Manitoba,NO078,56.6175,-93.3706,2023,260.0,Natural,small,1
NFDB_point.364,Ontario,NIP43,53.4902,-87.8313,2023,257.6,Natural,small,1
NFDB_point.614,Yukon,2023RR010,62.816333,-133.814333,2023,255.51,Unknown,small,1
NFDB_point.15203,Alberta,HWF175,57.552983,-115.553983,2023,251.8,Unknown,small,1
NFDB_point.296,Saskatchewan,23LA-FORD,57.437417,-102.725867,2023,250.0,Natural,small,1
NFDB_point.750,Northwest Territories,ZF076-23,62.272217,-104.927767,2023,250.0,Natural,small,1
NFDB_point.812,Northwest Territories,FS018-23,60.7384,-120.9336,2023,250.0,Natural,small,1
NFDB_point.610,Yukon,2023WL008,61.579784,-129.990649,2023,250.0,Natural,small,1
NFDB_point.527,Quebec,20231080560,54.8276,-70.5066,2023,248.6849283,Natural,small,1
NFDB_point.437,Quebec,20231080224,47.9748,-75.2777,2023,244.8,Natural,small,1
NFDB_point.160,British Columbia,2023-C30446,52.8374,-120.4661,2023,241.7,Natural,small,1
NFDB_point.163,British Columbia,2023-N71690,50.6605,-116.9419,2023,241.0,Natural,small,1
NFDB_point.101,British Columbia,2023-K71658,50.802,-122.5285,2023,241.0,Natural,small,1
NFDB_point.126,British Columbia,2023-C31349,52.4453,-120.754,2023,240.15,Natural,small,1
NFDB_point.863,PC,2023WL2,49.0793,-113.8443,2023,240.0,Human,small,1
NFDB_point.688,Yukon,2023RR002,62.5005,-133.387,2023,239.93,Unknown,small,1
NFDB_point.354,Manitoba,NO115,52.9847,-95.1306,2023,239.2,Natural,small,1
NFDB_point.162,British Columbia,2023-R31581,55.5963,-126.784,2023,239.0,Natural,small,1
NFDB_point.11,British Columbia,2023-V51696,51.1679,-125.017,2023,238.0,Natural,small,1
NFDB_point.403,Ontario,SLK70,54.4874,-91.6793,2023,237.0,Natural,small,1
NFDB_point.477,Quebec,20231080412,49.1678,-71.8371,2023,236.8703526,Natural,small,1
NFDB_point.585,Quebec,20231080581,52.762,-78.443,2023,232.1,Natural,small,1
NFDB_point.89,British Columbia,2023-G32441,52.277,-119.374,2023,231.0,Natural,small,1
NFDB_point.217,British Columbia,2023-V80527,50.3709,-126.0437,2023,230.0,Human,small,1
NFDB_point.80,British Columbia,2023-R51555,54.9494,-128.8513,2023,230.0,Natural,small,1
NFDB_point.315,Manitoba,NO123,58.575,-101.253,2023,230.0,Natural,small,1
NFDB_point.130,British Columbia,2023-R51710,53.125,-127.651,2023,230.0,Unknown,small,1
NFDB_point.604,Yukon,2023OC004,67.505067,-138.3513,2023,229.29,Natural,small,1
NFDB_point.204,British Columbia,2023-V70600,49.2834,-124.6147,2023,229.0,Human,small,1
